Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Traditional	Select	Select +
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Individual OOP Limit	"$6,350 "	includes deductible	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Family OOP Limit	"$12,700 "	includes deductible	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Co-insurance	70%		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	PCP	$50 		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Specialist	$70 		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Preventive Care	100%		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Physical Therapy	$50 	"subject to decutible then 30% in outpatient seting, limited to 60-day period of care"	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Chiropractic Care		Rider available	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Inpatient Hospital	30%	after deductible	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Outpatient Facility	30%	after deductible	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Outpatient Surgery	30%	after deductible	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Lab/X-Ray	100%		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Advanced Radiology	$250 		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Emergency Room	$250 	waived if admitted	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Ambulance	$100 	per trip 	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Urgent Care	$70 		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Generic	$15 		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Preferred	$35 	Rx deductible applies	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Non-Preferred	$35 	Rx deductible applies	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Specialty	30%	up to $150 maximum copay	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Mail Order	2x		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Individual Deductible	$500 		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Rx Family Deductible	"$1,000 "		Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Skilled Nursing	30%	after deductible 100 visits per calendar year	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Individual Deductible	"$5,900 "	per member for inpatient and outpatient services	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Family Deductible	"$5,900 "	per member for inpatient and outpatient services	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Individual OOP Limit	"$6,350 "	includes deductible	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Family OOP Limit	"$12,700 "	includes deductible	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Co-insurance	70%		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	PCP	$35 		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Specialist	$70 		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Preventive Care	100%		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Physical Therapy	$35 	"subject to decutible then 30% in outpatient seting, limited to 60-day period of care"	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Chiropractic Care		Rider available	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Inpatient Hospital	30%	after deductible	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Outpatient Facility	30%	after deductible	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Outpatient Surgery	30%	after deductible	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Lab/X-Ray	100%		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Advanced Radiology	$250 		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Emergency Room	$250 	waived if admitted	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Ambulance	$100 	per trip 	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Urgent Care	$70 		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Generic	$15 		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Preferred	$35 	Rx deductible applies	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Non-Preferred	$35 	Rx deductible applies	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Specialty	30%	up to $150 maximum copay	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Mail Order	2x		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Individual Deductible	$500 		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Rx Family Deductible	"$1,000 "		Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Anthem Elements Choice HMO 5900	IN	Skilled Nursing	30%	after deductible 100 visits per calendar year	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900	Anthem Elements Choice HMO 5900
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Individual Deductible	$0 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Family Deductible	$0 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Individual OOP Limit	"$2,000 "		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Family OOP Limit	"$4,000 "		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Co-insurance	100%		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	PCP	$15 	or $30 depending on provider	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Specialist	$15 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Preventive Care	100%		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Physical Therapy	$15 	or $30 depending on provider Limited to 60-day period of care	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Chiropractic Care		Rider available	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Inpatient Hospital	$250 	per admit	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Outpatient Facility	$125 	per occurance	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Outpatient Surgery	$125 	per occurance	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Lab/X-Ray	100%		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Advanced Radiology	$100 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Emergency Room	$150 	waived if admitted	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Ambulance	$100 	per trip 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Urgent Care	$30 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Generic	$15 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Preferred	$30 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Non-Preferred	$50 		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Specialty	20%	up to $150 maximum copay	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Mail Order	2x		Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Individual Deductible			Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Rx Family Deductible			Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 15 or 30 250 Admit 	IN	Skilled Nursing	100%	100 visits per calendar year	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 	Advantage HMO 15 or 30 250 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Individual Deductible	$0 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Family Deductible	$0 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Individual OOP Limit	"$2,500 "		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Family OOP Limit	"$5,000 "		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Co-insurance	100%		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	PCP	$20 	or $40 depending on provider	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Specialist	$20 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Preventive Care	100%		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Physical Therapy	$20 	or $40 depending on provider Limited to 60-day period of care	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Chiropractic Care		Rider available	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Inpatient Hospital	$500 	per admit	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Outpatient Facility	$250 	per occurance	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Outpatient Surgery	$250 	per occurance	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Lab/X-Ray	100%		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Advanced Radiology	$100 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Emergency Room	$150 	waived if admitted	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Ambulance	$100 	per trip 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Urgent Care	$40 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Generic	$15 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Preferred	$30 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Non-Preferred	$50 		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Specialty	20%	up to $150 maximum copay	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Mail Order	2x		Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Individual Deductible			Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Rx Family Deductible			Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
Anthem Blue Cross	Advantage HMO 20 or 40 500 Admit 	IN	Skilled Nursing	100%	100 visits per calendar year	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 	Advantage HMO 20 or 40 500 Admit 
